samp_name,sampleID,db_name,metric,value
ABBY_001-M-20170607-COMP_pluspf,ABBY_001-M-20170607-COMP,pluspf,seq_depth,5925064
ABBY_001-M-20170607-COMP_pluspf,ABBY_001-M-20170607-COMP,pluspf,percent_classified,0.2742206666459637
ABBY_001-M-20170607-COMP_pluspf,ABBY_001-M-20170607-COMP,pluspf,percent_passing,0.11628735149527498
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,mean_consistency,0.9994071500453692
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,mean_multiplicity,1.0009930017022886
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,mean_entropy,6.149242286427167e-4
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,mean_confidence,0.9995710786542612
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,n_total_classified_reads,22790
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,n_reads,21117
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,pct_of_classified_passing,0.92659060991663
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,seq_depth,8083422
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,percent_classified,0.00281935051763968
ABBY_002-O-20170605-COMP_gtdb_207_unfiltered,ABBY_002-O-20170605-COMP,gtdb_207_unfiltered,percent_passing,0.00261238371570852
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,mean_consistency,0.8330935715361355
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,mean_multiplicity,1.916040940073575
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,mean_entropy,0.421247445390012
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,mean_confidence,0.7823700228890064
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,n_total_classified_reads,2283015
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,n_reads,935857
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,pct_of_classified_passing,0.4099215292058966
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,seq_depth,8083422
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,percent_classified,0.2824317473466064
ABBY_002-O-20170605-COMP_pluspf,ABBY_002-O-20170605-COMP,pluspf,percent_passing,0.11577485376861434
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,mean_consistency,0.9996982740645312
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,mean_multiplicity,1.000284030391252
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,mean_entropy,1.9149912762213395e-4
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,mean_confidence,0.9998629625120892
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,n_total_classified_reads,15023
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,n_reads,14074
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,pct_of_classified_passing,0.9368301937029888
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,seq_depth,6092323
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,percent_classified,0.00246589026878581
ABBY_003-M-20170607-COMP_gtdb_207_unfiltered,ABBY_003-M-20170607-COMP,gtdb_207_unfiltered,percent_passing,0.00231012045815692
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,mean_consistency,0.8541519431586362
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,mean_multiplicity,1.7760279380162207
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,mean_entropy,0.36255404840297906
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,mean_confidence,0.812243343832197
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,n_total_classified_reads,1422047
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,n_reads,671215
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,pct_of_classified_passing,0.47200619951379946
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,seq_depth,6092323
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,percent_classified,0.2334162190678334
ABBY_003-M-20170607-COMP_pluspf,ABBY_003-M-20170607-COMP,pluspf,percent_passing,0.1101739024670885
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,mean_consistency,0.9997325650860648
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,mean_multiplicity,1.0002344940790244
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,mean_entropy,1.1958990065291397e-4
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,mean_confidence,0.9999514262264878
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,n_total_classified_reads,9162
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,n_reads,8522
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,pct_of_classified_passing,0.9301462562759224
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,seq_depth,3344642
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,percent_classified,0.00273930662833271
ABBY_003-O-20170607-COMP_gtdb_207_unfiltered,ABBY_003-O-20170607-COMP,gtdb_207_unfiltered,percent_passing,0.00254795580513549
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,mean_consistency,0.8517187752710724
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,mean_multiplicity,1.7547924743773815
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,mean_entropy,0.3566557994423223
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,mean_confidence,0.8142590329618064
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,n_total_classified_reads,725475
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,n_reads,346462
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,pct_of_classified_passing,0.4775657327957545
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,seq_depth,3344642
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,percent_classified,0.21690662259219373
ABBY_003-O-20170607-COMP_pluspf,ABBY_003-O-20170607-COMP,pluspf,percent_passing,0.10358717016649316
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,mean_consistency,0.9995952200432136
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,mean_multiplicity,1.000499692496925
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,mean_entropy,3.494956835563533e-4
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,mean_confidence,0.9997939108677556
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,n_total_classified_reads,27680
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,n_reads,25990
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,pct_of_classified_passing,0.9389450867052024
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,seq_depth,11186075
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,percent_classified,0.00247450513249732
ABBY_004-M-20170605-COMP_gtdb_207_unfiltered,ABBY_004-M-20170605-COMP,gtdb_207_unfiltered,percent_passing,0.00232342443618516
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,mean_consistency,0.8576885318249733
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,mean_multiplicity,1.7573724635969574
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,mean_entropy,0.353979675555109
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,mean_confidence,0.8164608920180552
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,n_total_classified_reads,2745089
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,n_reads,1329487
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,pct_of_classified_passing,0.4843147162077441
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,seq_depth,11186075
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,percent_classified,0.24540234175079284
ABBY_004-M-20170605-COMP_pluspf,ABBY_004-M-20170605-COMP,pluspf,percent_passing,0.11885196550175106
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,mean_consistency,0.9997817398913144
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,mean_multiplicity,1.0006382978723405
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,mean_entropy,3.7713302481065725e-4
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,mean_confidence,0.9997902505296122
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,n_total_classified_reads,25001
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,n_reads,23484
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,pct_of_classified_passing,0.939322427102916
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,seq_depth,11600125
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,percent_classified,0.0021552353961703
ABBY_006-M-20170605-COMP_gtdb_207_unfiltered,ABBY_006-M-20170605-COMP,gtdb_207_unfiltered,percent_passing,0.0020244609433088
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,mean_consistency,0.8615074579836769
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,mean_multiplicity,1.717871226156346
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,mean_entropy,0.33884170084102594
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,mean_confidence,0.8238017426640752
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,n_total_classified_reads,2610260
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,n_reads,1301953
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,pct_of_classified_passing,0.4987828798663735
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,seq_depth,11600125
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,percent_classified,0.22501998900873912
ABBY_006-M-20170605-COMP_pluspf,ABBY_006-M-20170605-COMP,pluspf,percent_passing,0.1122361181452786
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,mean_consistency,0.9998600027322828
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,mean_multiplicity,1.0000811951932445
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,mean_entropy,5.544885552943096e-5
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,mean_confidence,0.9999536027467174
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,n_total_classified_reads,13152
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,n_reads,12312
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,pct_of_classified_passing,0.936131386861314
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,seq_depth,4502157
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,percent_classified,0.00292126640630257
ABBY_006-O-20170605-COMP_gtdb_207_unfiltered,ABBY_006-O-20170605-COMP,gtdb_207_unfiltered,percent_passing,0.00273468917232339
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,mean_consistency,0.8559217055242558
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,mean_multiplicity,1.7237612196788212
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,mean_entropy,0.34387831608134445
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,mean_confidence,0.8205963282885539
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,n_total_classified_reads,994643
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,n_reads,489386
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,pct_of_classified_passing,0.49202176057138086
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,seq_depth,4502157
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,percent_classified,0.2209258806389915
ABBY_006-O-20170605-COMP_pluspf,ABBY_006-O-20170605-COMP,pluspf,percent_passing,0.10870034074777934
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,mean_consistency,0.9995670174520505
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,mean_multiplicity,1.0008404538450764
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,mean_entropy,4.867924722539055e-4
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,mean_confidence,0.9997282711957386
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,n_total_classified_reads,15284
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,n_reads,14259
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,pct_of_classified_passing,0.9329364040827008
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,seq_depth,5693102
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,percent_classified,0.00268465240917868
ABBY_023-M-20170607-COMP_gtdb_207_unfiltered,ABBY_023-M-20170607-COMP,gtdb_207_unfiltered,percent_passing,0.00250460996483112
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,mean_consistency,0.8495837634391087
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,mean_multiplicity,1.7819897379728349
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,mean_entropy,0.3670337060888423
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,mean_confidence,0.8095314240874402
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,n_total_classified_reads,1410586
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,n_reads,656748
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,pct_of_classified_passing,0.4655852248639927
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,seq_depth,5693102
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,percent_classified,0.2477710745389772
ABBY_023-M-20170607-COMP_pluspf,ABBY_023-M-20170607-COMP,pluspf,percent_passing,0.11535855145402278
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,mean_consistency,0.8523837754928841
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,mean_multiplicity,1.7741244262280091
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,mean_entropy,0.3633893618982731
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,mean_confidence,0.8117760631061837
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,n_total_classified_reads,3502011
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,n_reads,1637885
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,pct_of_classified_passing,0.46769841670971335
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,seq_depth,15071602
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,percent_classified,0.23235824565961863
ABBY_061-M-20170606-COMP_pluspf,ABBY_061-M-20170606-COMP,pluspf,percent_passing,0.10867358360445029
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,mean_consistency,0.8573010662126815
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,mean_multiplicity,1.7333407587037024
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,mean_entropy,0.34531069702200784
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,mean_confidence,0.8208708341597355
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,n_total_classified_reads,2326781
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,n_reads,1140640
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,pct_of_classified_passing,0.4902223286162299
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,seq_depth,10773595
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,percent_classified,0.21597071358260636
ABBY_062-M-20170606-COMP_pluspf,ABBY_062-M-20170606-COMP,pluspf,percent_passing,0.10587366612537412
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,mean_consistency,0.8600671530301726
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,mean_multiplicity,1.7224590188625033
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,mean_entropy,0.3406027173180456
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,mean_confidence,0.8231727456890608
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,n_total_classified_reads,2591044
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,n_reads,1287435
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,pct_of_classified_passing,0.49687886427247085
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,seq_depth,12044005
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,percent_classified,0.2151314284575604
ABBY_063-M-20170606-COMP_pluspf,ABBY_063-M-20170606-COMP,pluspf,percent_passing,0.10689425984130696
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,mean_consistency,0.8651043452892493
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,mean_multiplicity,1.6888699129870832
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,mean_entropy,0.32611924816504556
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,mean_confidence,0.8307507921812028
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,n_total_classified_reads,462839
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,n_reads,236227
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,pct_of_classified_passing,0.510386981218091
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,seq_depth,2146200
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,percent_classified,0.21565511135961235
ABBY_070-M-20170606-COMP_pluspf,ABBY_070-M-20170606-COMP,pluspf,percent_passing,0.11006756127108376
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,mean_consistency,0.9995696950951056
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,mean_multiplicity,1.000656763096169
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,mean_entropy,4.150266478379548e-4
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,mean_confidence,0.9997751863263388
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,n_total_classified_reads,34109
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,n_reads,31936
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,pct_of_classified_passing,0.9362924741270632
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,seq_depth,15550027
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,percent_classified,0.00219350101449984
BARR_002-O-20170808-COMP_gtdb_207_unfiltered,BARR_002-O-20170808-COMP,gtdb_207_unfiltered,percent_passing,0.00205375849186628
BARR_002-O-20170808-COMP_pluspf,BARR_002-O-20170808-COMP,pluspf,mean_consistency,0.8483033991743665
BARR_002-O-20170808-COMP_pluspf,BARR_002-O-20170808-COMP,pluspf,mean_multiplicity,1.7865368376235649
BARR_002-O-20170808-COMP_pluspf,BARR_002-O-20170808-COMP,pluspf,mean_entropy,0.36829907373700854
