"","sample_id","sampleID","seq_depth","db_name","metric","value","pretty_metric","siteID"
"39","ABBY_062-M-20170606-COMP_soil_microbe_db_filtered","ABBY_062-M-20170606-COMP",10773595,"soil_microbe_db","percent_passing",0.161777661031438,"% reads classified at
 high quality","ABBY"
"40","ABBY_062-M-20170606-COMP_soil_microbe_db_filtered","ABBY_062-M-20170606-COMP",10773595,"soil_microbe_db","percent_classified",0.0714623113269062,"% reads classified","ABBY"
"41","ABBY_063-M-20170606-COMP_pluspf_filtered","ABBY_063-M-20170606-COMP",12044005,"pluspf","percent_passing",0.105471643361158,"% reads classified at
 high quality","ABBY"
"42","ABBY_063-M-20170606-COMP_pluspf_filtered","ABBY_063-M-20170606-COMP",12044005,"pluspf","percent_classified",0.0563260310835142,"% reads classified","ABBY"
"43","ABBY_063-M-20170606-COMP_soil_microbe_db_filtered","ABBY_063-M-20170606-COMP",12044005,"soil_microbe_db","percent_passing",0.166470289575602,"% reads classified at
 high quality","ABBY"
"44","ABBY_063-M-20170606-COMP_soil_microbe_db_filtered","ABBY_063-M-20170606-COMP",12044005,"soil_microbe_db","percent_classified",0.0768628873867123,"% reads classified","ABBY"
"45","ABBY_070-M-20170606-COMP_pluspf_filtered","ABBY_070-M-20170606-COMP",2146200,"pluspf","percent_passing",0.101935047991799,"% reads classified at
 high quality","ABBY"
"46","ABBY_070-M-20170606-COMP_pluspf_filtered","ABBY_070-M-20170606-COMP",2146200,"pluspf","percent_classified",0.0558284409654273,"% reads classified","ABBY"
"47","ABBY_070-M-20170606-COMP_soil_microbe_db_filtered","ABBY_070-M-20170606-COMP",2146200,"soil_microbe_db","percent_passing",0.144522877644208,"% reads classified at
 high quality","ABBY"
"48","ABBY_070-M-20170606-COMP_soil_microbe_db_filtered","ABBY_070-M-20170606-COMP",2146200,"soil_microbe_db","percent_classified",0.0566443015562389,"% reads classified","ABBY"
"49","BARR_002-O-20170808-COMP_pluspf_filtered","BARR_002-O-20170808-COMP",15550027,"pluspf","percent_passing",0.108730036288683,"% reads classified at
 high quality","BARR"
"50","BARR_002-O-20170808-COMP_pluspf_filtered","BARR_002-O-20170808-COMP",15550027,"pluspf","percent_classified",0.0568001586106571,"% reads classified","BARR"
"51","BARR_002-O-20170808-COMP_soil_microbe_db_filtered","BARR_002-O-20170808-COMP",15550027,"soil_microbe_db","percent_passing",0.193554197687245,"% reads classified at
 high quality","BARR"
"52","BARR_002-O-20170808-COMP_soil_microbe_db_filtered","BARR_002-O-20170808-COMP",15550027,"soil_microbe_db","percent_classified",0.0940375859154457,"% reads classified","BARR"
"53","BARR_003-O-20170807-COMP_pluspf_filtered","BARR_003-O-20170807-COMP",1702091,"pluspf","percent_passing",0.0960295307360182,"% reads classified at
 high quality","BARR"
"54","BARR_003-O-20170807-COMP_pluspf_filtered","BARR_003-O-20170807-COMP",1702091,"pluspf","percent_classified",0.0488980906426272,"% reads classified","BARR"
"55","BARR_003-O-20170807-COMP_soil_microbe_db_filtered","BARR_003-O-20170807-COMP",1702091,"soil_microbe_db","percent_passing",0.173880244945776,"% reads classified at
 high quality","BARR"
"56","BARR_003-O-20170807-COMP_soil_microbe_db_filtered","BARR_003-O-20170807-COMP",1702091,"soil_microbe_db","percent_classified",0.088226187671517,"% reads classified","BARR"
"57","BARR_004-O-20170809-COMP_pluspf_filtered","BARR_004-O-20170809-COMP",10266612,"pluspf","percent_passing",0.109977468711197,"% reads classified at
 high quality","BARR"
"58","BARR_004-O-20170809-COMP_pluspf_filtered","BARR_004-O-20170809-COMP",10266612,"pluspf","percent_classified",0.0540536644415899,"% reads classified","BARR"
"59","BARR_004-O-20170809-COMP_soil_microbe_db_filtered","BARR_004-O-20170809-COMP",10266612,"soil_microbe_db","percent_passing",0.174610767407982,"% reads classified at
 high quality","BARR"
"60","BARR_004-O-20170809-COMP_soil_microbe_db_filtered","BARR_004-O-20170809-COMP",10266612,"soil_microbe_db","percent_classified",0.0781360004644181,"% reads classified","BARR"
"61","BARR_005-O-20170809-COMP_pluspf_filtered","BARR_005-O-20170809-COMP",3930601,"pluspf","percent_passing",0.11366633245145,"% reads classified at
 high quality","BARR"
"62","BARR_005-O-20170809-COMP_pluspf_filtered","BARR_005-O-20170809-COMP",3930601,"pluspf","percent_classified",0.0581048547028813,"% reads classified","BARR"
"63","BARR_005-O-20170809-COMP_soil_microbe_db_filtered","BARR_005-O-20170809-COMP",3930601,"soil_microbe_db","percent_passing",0.208344474547277,"% reads classified at
 high quality","BARR"
"64","BARR_005-O-20170809-COMP_soil_microbe_db_filtered","BARR_005-O-20170809-COMP",3930601,"soil_microbe_db","percent_classified",0.0911608682743428,"% reads classified","BARR"
"65","BARR_006-O-20170807-COMP_pluspf_filtered","BARR_006-O-20170807-COMP",3080429,"pluspf","percent_passing",0.106556262131021,"% reads classified at
 high quality","BARR"
"66","BARR_006-O-20170807-COMP_pluspf_filtered","BARR_006-O-20170807-COMP",3080429,"pluspf","percent_classified",0.0499787529594092,"% reads classified","BARR"
"67","BARR_006-O-20170807-COMP_soil_microbe_db_filtered","BARR_006-O-20170807-COMP",3080429,"soil_microbe_db","percent_passing",0.21365043635156,"% reads classified at
 high quality","BARR"
"68","BARR_006-O-20170807-COMP_soil_microbe_db_filtered","BARR_006-O-20170807-COMP",3080429,"soil_microbe_db","percent_classified",0.0597621305344158,"% reads classified","BARR"
"69","BARR_051-O-20170808-COMP_pluspf_filtered","BARR_051-O-20170808-COMP",9465134,"pluspf","percent_passing",0.118977185109054,"% reads classified at
 high quality","BARR"
"70","BARR_051-O-20170808-COMP_pluspf_filtered","BARR_051-O-20170808-COMP",9465134,"pluspf","percent_classified",0.0612812243334326,"% reads classified","BARR"
"71","BARR_051-O-20170808-COMP_soil_microbe_db_filtered","BARR_051-O-20170808-COMP",9465134,"soil_microbe_db","percent_passing",0.19132344032319,"% reads classified at
 high quality","BARR"
"72","BARR_051-O-20170808-COMP_soil_microbe_db_filtered","BARR_051-O-20170808-COMP",9465134,"soil_microbe_db","percent_classified",0.0930352385925017,"% reads classified","BARR"
"73","BARR_052-O-20170808-COMP_pluspf_filtered","BARR_052-O-20170808-COMP",1639979,"pluspf","percent_passing",0.111298376381649,"% reads classified at
 high quality","BARR"
"74","BARR_052-O-20170808-COMP_pluspf_filtered","BARR_052-O-20170808-COMP",1639979,"pluspf","percent_classified",0.0572001226844978,"% reads classified","BARR"
"75","BARR_052-O-20170808-COMP_soil_microbe_db_filtered","BARR_052-O-20170808-COMP",1639979,"soil_microbe_db","percent_passing",0.219390004384202,"% reads classified at
 high quality","BARR"
"76","BARR_052-O-20170808-COMP_soil_microbe_db_filtered","BARR_052-O-20170808-COMP",1639979,"soil_microbe_db","percent_classified",0.0791290620184771,"% reads classified","BARR"
"77","BARR_053-O-20170808-COMP_pluspf_filtered","BARR_053-O-20170808-COMP",4270770,"pluspf","percent_passing",0.116622529426778,"% reads classified at
 high quality","BARR"
"78","BARR_053-O-20170808-COMP_pluspf_filtered","BARR_053-O-20170808-COMP",4270770,"pluspf","percent_classified",0.0587980621761415,"% reads classified","BARR"
"79","BARR_053-O-20170808-COMP_soil_microbe_db_filtered","BARR_053-O-20170808-COMP",4270770,"soil_microbe_db","percent_passing",0.181244834069734,"% reads classified at
 high quality","BARR"
"80","BARR_053-O-20170808-COMP_soil_microbe_db_filtered","BARR_053-O-20170808-COMP",4270770,"soil_microbe_db","percent_classified",0.077734460062237,"% reads classified","BARR"
"81","BARR_054-O-20170807-COMP_pluspf_filtered","BARR_054-O-20170807-COMP",2464478,"pluspf","percent_passing",0.0966293876431439,"% reads classified at
 high quality","BARR"
"82","BARR_054-O-20170807-COMP_pluspf_filtered","BARR_054-O-20170807-COMP",2464478,"pluspf","percent_classified",0.0473138733638523,"% reads classified","BARR"
"83","BARR_054-O-20170807-COMP_soil_microbe_db_filtered","BARR_054-O-20170807-COMP",2464478,"soil_microbe_db","percent_passing",0.177141772010138,"% reads classified at
 high quality","BARR"
"84","BARR_054-O-20170807-COMP_soil_microbe_db_filtered","BARR_054-O-20170807-COMP",2464478,"soil_microbe_db","percent_classified",0.0658301676866257,"% reads classified","BARR"
"85","BART_001-O-20170612-COMP_soil_microbe_db_filtered","BART_001-O-20170612-COMP",18614217,"soil_microbe_db","percent_passing",0.166382394704005,"% reads classified at
 high quality","BART"
"86","BART_001-O-20170612-COMP_soil_microbe_db_filtered","BART_001-O-20170612-COMP",18614217,"soil_microbe_db","percent_classified",0.0828862154126601,"% reads classified","BART"
"87","BART_002-O-20160727-COMP_pluspf_filtered","BART_002-O-20160727-COMP",15486066,"pluspf","percent_passing",0.0611578821890595,"% reads classified at
 high quality","BART"
"88","BART_002-O-20160727-COMP_pluspf_filtered","BART_002-O-20160727-COMP",15486066,"pluspf","percent_classified",0.0337918616645441,"% reads classified","BART"
"89","BART_002-O-20160727-COMP_soil_microbe_db_filtered","BART_002-O-20160727-COMP",15486066,"soil_microbe_db","percent_passing",0.120400558799117,"% reads classified at
 high quality","BART"
"90","BART_002-O-20160727-COMP_soil_microbe_db_filtered","BART_002-O-20160727-COMP",15486066,"soil_microbe_db","percent_classified",0.0578614349183324,"% reads classified","BART"
"91","BART_002-O-20170612-COMP_pluspf_filtered","BART_002-O-20170612-COMP",11629625,"pluspf","percent_passing",0.0860596966798156,"% reads classified at
 high quality","BART"
"92","BART_002-O-20170612-COMP_pluspf_filtered","BART_002-O-20170612-COMP",11629625,"pluspf","percent_classified",0.0410946182701506,"% reads classified","BART"
"93","BART_002-O-20170612-COMP_soil_microbe_db_filtered","BART_002-O-20170612-COMP",11629625,"soil_microbe_db","percent_passing",0.144571041628599,"% reads classified at
 high quality","BART"
"94","BART_002-O-20170612-COMP_soil_microbe_db_filtered","BART_002-O-20170612-COMP",11629625,"soil_microbe_db","percent_classified",0.0560327611595387,"% reads classified","BART"
"95","BART_003-O-20170614-COMP_pluspf_filtered","BART_003-O-20170614-COMP",3333693,"pluspf","percent_passing",0.10124447572107,"% reads classified at
 high quality","BART"
"96","BART_003-O-20170614-COMP_pluspf_filtered","BART_003-O-20170614-COMP",3333693,"pluspf","percent_classified",0.047538870555867,"% reads classified","BART"
"97","BART_003-O-20170614-COMP_soil_microbe_db_filtered","BART_003-O-20170614-COMP",3333693,"soil_microbe_db","percent_passing",0.13859584550827,"% reads classified at
 high quality","BART"
"98","BART_003-O-20170614-COMP_soil_microbe_db_filtered","BART_003-O-20170614-COMP",3333693,"soil_microbe_db","percent_classified",0.046207014263161,"% reads classified","BART"
"99","BART_004-O-20170614-COMP_pluspf_filtered","BART_004-O-20170614-COMP",3252794,"pluspf","percent_passing",0.102128816027083,"% reads classified at
 high quality","BART"
"100","BART_004-O-20170614-COMP_pluspf_filtered","BART_004-O-20170614-COMP",3252794,"pluspf","percent_classified",0.0578711716757963,"% reads classified","BART"
"101","BART_004-O-20170614-COMP_soil_microbe_db_filtered","BART_004-O-20170614-COMP",3252794,"soil_microbe_db","percent_passing",0.16780281813112,"% reads classified at
 high quality","BART"
"102","BART_004-O-20170614-COMP_soil_microbe_db_filtered","BART_004-O-20170614-COMP",3252794,"soil_microbe_db","percent_classified",0.0733135882567417,"% reads classified","BART"
"103","BART_023-O-20160726-COMP_pluspf_filtered","BART_023-O-20160726-COMP",33877449,"pluspf","percent_passing",0.0625811288211223,"% reads classified at
 high quality","BART"
"104","BART_023-O-20160726-COMP_pluspf_filtered","BART_023-O-20160726-COMP",33877449,"pluspf","percent_classified",0.0331404528127251,"% reads classified","BART"
"105","BART_023-O-20160726-COMP_soil_microbe_db_filtered","BART_023-O-20160726-COMP",33877449,"soil_microbe_db","percent_passing",0.129139328052711,"% reads classified at
 high quality","BART"
"106","BART_023-O-20160726-COMP_soil_microbe_db_filtered","BART_023-O-20160726-COMP",33877449,"soil_microbe_db","percent_classified",0.060005580703553,"% reads classified","BART"
"107","BART_023-O-20170614-COMP_pluspf_filtered","BART_023-O-20170614-COMP",5767606,"pluspf","percent_passing",0.0945522284289183,"% reads classified at
 high quality","BART"
"108","BART_023-O-20170614-COMP_pluspf_filtered","BART_023-O-20170614-COMP",5767606,"pluspf","percent_classified",0.0464520287966966,"% reads classified","BART"
"109","BART_023-O-20170614-COMP_soil_microbe_db_filtered","BART_023-O-20170614-COMP",5767606,"soil_microbe_db","percent_passing",0.15621386065553,"% reads classified at
 high quality","BART"
"110","BART_023-O-20170614-COMP_soil_microbe_db_filtered","BART_023-O-20170614-COMP",5767606,"soil_microbe_db","percent_classified",0.0675235097543071,"% reads classified","BART"
"111","BART_024-O-20170614-COMP_pluspf_filtered","BART_024-O-20170614-COMP",14412607,"pluspf","percent_passing",0.0993720289466021,"% reads classified at
 high quality","BART"
"112","BART_024-O-20170614-COMP_pluspf_filtered","BART_024-O-20170614-COMP",14412607,"pluspf","percent_classified",0.0497853025479707,"% reads classified","BART"
"113","BART_024-O-20170614-COMP_soil_microbe_db_filtered","BART_024-O-20170614-COMP",14412607,"soil_microbe_db","percent_passing",0.169915755005323,"% reads classified at
 high quality","BART"
"114","BART_024-O-20170614-COMP_soil_microbe_db_filtered","BART_024-O-20170614-COMP",14412607,"soil_microbe_db","percent_classified",0.0774137531121191,"% reads classified","BART"
"115","BART_036-O-20160727-COMP_pluspf_filtered","BART_036-O-20160727-COMP",7210930,"pluspf","percent_passing",0.0685874082815948,"% reads classified at
 high quality","BART"
"116","BART_036-O-20160727-COMP_pluspf_filtered","BART_036-O-20160727-COMP",7210930,"pluspf","percent_classified",0.0334346609937969,"% reads classified","BART"
"117","BART_036-O-20160727-COMP_soil_microbe_db_filtered","BART_036-O-20160727-COMP",7210930,"soil_microbe_db","percent_passing",0.142699346686211,"% reads classified at
 high quality","BART"
"118","BART_036-O-20160727-COMP_soil_microbe_db_filtered","BART_036-O-20160727-COMP",7210930,"soil_microbe_db","percent_classified",0.0707175080052088,"% reads classified","BART"
"119","BART_036-O-20170613-COMP_pluspf_filtered","BART_036-O-20170613-COMP",5846494,"pluspf","percent_passing",0.0846616792901866,"% reads classified at
 high quality","BART"
"120","BART_036-O-20170613-COMP_pluspf_filtered","BART_036-O-20170613-COMP",5846494,"pluspf","percent_classified",0.0421026687105127,"% reads classified","BART"
"121","BART_036-O-20170613-COMP_soil_microbe_db_filtered","BART_036-O-20170613-COMP",5846494,"soil_microbe_db","percent_passing",0.148334540324509,"% reads classified at
 high quality","BART"
"122","BART_036-O-20170613-COMP_soil_microbe_db_filtered","BART_036-O-20170613-COMP",5846494,"soil_microbe_db","percent_classified",0.0623787521205016,"% reads classified","BART"
"123","BART_040-O-20160727-COMP_pluspf_filtered","BART_040-O-20160727-COMP",11175945,"pluspf","percent_passing",0.0613498903224739,"% reads classified at
 high quality","BART"
"124","BART_040-O-20160727-COMP_pluspf_filtered","BART_040-O-20160727-COMP",11175945,"pluspf","percent_classified",0.032911131899808,"% reads classified","BART"
"125","BART_040-O-20160727-COMP_soil_microbe_db_filtered","BART_040-O-20160727-COMP",11175945,"soil_microbe_db","percent_passing",0.125444872894417,"% reads classified at
 high quality","BART"
"126","BART_040-O-20160727-COMP_soil_microbe_db_filtered","BART_040-O-20160727-COMP",11175945,"soil_microbe_db","percent_classified",0.0638743300902071,"% reads classified","BART"
"127","BART_040-O-20170613-COMP_pluspf_filtered","BART_040-O-20170613-COMP",5428436,"pluspf","percent_passing",0.0955545943619857,"% reads classified at
 high quality","BART"
"128","BART_040-O-20170613-COMP_pluspf_filtered","BART_040-O-20170613-COMP",5428436,"pluspf","percent_classified",0.0473642868774726,"% reads classified","BART"
"129","BART_040-O-20170613-COMP_soil_microbe_db_filtered","BART_040-O-20170613-COMP",5428436,"soil_microbe_db","percent_passing",0.151992765503729,"% reads classified at
 high quality","BART"
"130","BART_040-O-20170613-COMP_soil_microbe_db_filtered","BART_040-O-20170613-COMP",5428436,"soil_microbe_db","percent_classified",0.0627514075877472,"% reads classified","BART"
"131","BART_042-O-20170613-COMP_pluspf_filtered","BART_042-O-20170613-COMP",2551384,"pluspf","percent_passing",0.0978104432731412,"% reads classified at
 high quality","BART"
"132","BART_042-O-20170613-COMP_pluspf_filtered","BART_042-O-20170613-COMP",2551384,"pluspf","percent_classified",0.0458143501722986,"% reads classified","BART"
"133","BART_042-O-20170613-COMP_soil_microbe_db_filtered","BART_042-O-20170613-COMP",2551384,"soil_microbe_db","percent_passing",0.136832793495609,"% reads classified at
 high quality","BART"
"134","BART_042-O-20170613-COMP_soil_microbe_db_filtered","BART_042-O-20170613-COMP",2551384,"soil_microbe_db","percent_classified",0.0462106056947915,"% reads classified","BART"
"135","BART_071-O-20170613-COMP_pluspf_filtered","BART_071-O-20170613-COMP",7285829,"pluspf","percent_passing",0.106979452852929,"% reads classified at
 high quality","BART"
"136","BART_071-O-20170613-COMP_pluspf_filtered","BART_071-O-20170613-COMP",7285829,"pluspf","percent_classified",0.0536342535626351,"% reads classified","BART"
"137","BART_071-O-20170613-COMP_soil_microbe_db_filtered","BART_071-O-20170613-COMP",7285829,"soil_microbe_db","percent_passing",0.160815056186468,"% reads classified at
 high quality","BART"
"138","BART_071-O-20170613-COMP_soil_microbe_db_filtered","BART_071-O-20170613-COMP",7285829,"soil_microbe_db","percent_classified",0.0701461700514794,"% reads classified","BART"
"139","BLAN_001-M-20170713-COMP_soil_microbe_db_filtered","BLAN_001-M-20170713-COMP",3484516,"soil_microbe_db","percent_passing",0.184954811514713,"% reads classified at
 high quality","BLAN"
"140","BLAN_001-M-20170713-COMP_soil_microbe_db_filtered","BLAN_001-M-20170713-COMP",3484516,"soil_microbe_db","percent_classified",0.0948633899227325,"% reads classified","BLAN"
"141","BLAN_001-M-20200714-COMP_pluspf_filtered","BLAN_001-M-20200714-COMP",3300295,"pluspf","percent_passing",0.114940028088398,"% reads classified at
 high quality","BLAN"
"142","BLAN_001-M-20200714-COMP_pluspf_filtered","BLAN_001-M-20200714-COMP",3300295,"pluspf","percent_classified",0.0630007317527676,"% reads classified","BLAN"
"143","BLAN_001-M-20200714-COMP_soil_microbe_db_filtered","BLAN_001-M-20200714-COMP",3300295,"soil_microbe_db","percent_passing",0.16509675650207,"% reads classified at
 high quality","BLAN"
"144","BLAN_001-M-20200714-COMP_soil_microbe_db_filtered","BLAN_001-M-20200714-COMP",3300295,"soil_microbe_db","percent_classified",0.0740088386038218,"% reads classified","BLAN"
"145","BLAN_002-M-20170713-COMP_pluspf_filtered","BLAN_002-M-20170713-COMP",12708769,"pluspf","percent_passing",0.128931842257893,"% reads classified at
 high quality","BLAN"
"146","BLAN_002-M-20170713-COMP_pluspf_filtered","BLAN_002-M-20170713-COMP",12708769,"pluspf","percent_classified",0.076539435093989,"% reads classified","BLAN"
"147","BLAN_002-M-20170713-COMP_soil_microbe_db_filtered","BLAN_002-M-20170713-COMP",12708769,"soil_microbe_db","percent_passing",0.198606725796967,"% reads classified at
 high quality","BLAN"
"148","BLAN_002-M-20170713-COMP_soil_microbe_db_filtered","BLAN_002-M-20170713-COMP",12708769,"soil_microbe_db","percent_classified",0.104100562375475,"% reads classified","BLAN"
"149","BLAN_003-M-20170713-COMP_pluspf_filtered","BLAN_003-M-20170713-COMP",10990729,"pluspf","percent_passing",0.130946272990627,"% reads classified at
 high quality","BLAN"
"150","BLAN_003-M-20170713-COMP_pluspf_filtered","BLAN_003-M-20170713-COMP",10990729,"pluspf","percent_classified",0.0769612279585822,"% reads classified","BLAN"
"151","BLAN_003-M-20170713-COMP_soil_microbe_db_filtered","BLAN_003-M-20170713-COMP",10990729,"soil_microbe_db","percent_passing",0.203720790495335,"% reads classified at
 high quality","BLAN"
"152","BLAN_003-M-20170713-COMP_soil_microbe_db_filtered","BLAN_003-M-20170713-COMP",10990729,"soil_microbe_db","percent_classified",0.102977063668843,"% reads classified","BLAN"
"153","BLAN_003-M-20200716-COMP_pluspf_filtered","BLAN_003-M-20200716-COMP",3520177,"pluspf","percent_passing",0.127678238906737,"% reads classified at
 high quality","BLAN"
"154","BLAN_003-M-20200716-COMP_pluspf_filtered","BLAN_003-M-20200716-COMP",3520177,"pluspf","percent_classified",0.0744650055948891,"% reads classified","BLAN"
"155","BLAN_003-M-20200716-COMP_soil_microbe_db_filtered","BLAN_003-M-20200716-COMP",3520177,"soil_microbe_db","percent_passing",0.188651025218334,"% reads classified at
 high quality","BLAN"
"156","BLAN_003-M-20200716-COMP_soil_microbe_db_filtered","BLAN_003-M-20200716-COMP",3520177,"soil_microbe_db","percent_classified",0.0935575114546797,"% reads classified","BLAN"
"157","BLAN_004-M-20170713-COMP_pluspf_filtered","BLAN_004-M-20170713-COMP",9567390,"pluspf","percent_passing",0.13036596187675,"% reads classified at
 high quality","BLAN"
"158","BLAN_004-M-20170713-COMP_pluspf_filtered","BLAN_004-M-20170713-COMP",9567390,"pluspf","percent_classified",0.079932771633643,"% reads classified","BLAN"
